PROCESS_DT,DLVR_STORE_SIDO,DLVR_STORE_INDUTY_NM,GOODS_AMOUNT
2020-05-26 00:00:00,서울특별시,치킨,24513300
2020-05-26 00:00:00,서울특별시,카페/디저트,5264900
2020-05-26 00:00:00,서울특별시,패스트푸드,8473200
2020-05-26 00:00:00,서울특별시,피자,5584180
2020-05-26 00:00:00,서울특별시,한식,10651200
2020-05-26 00:00:00,서울특별시,회,1841600
2020-05-27 00:00:00,서울특별시,도시락,391400
2020-05-27 00:00:00,서울특별시,돈까스/일식,3486000
2020-05-27 00:00:00,서울특별시,배달전문업체,88300
2020-05-27 00:00:00,서울특별시,분식,10052600
2020-05-27 00:00:00,서울특별시,아시안/양식,1108600
2020-05-27 00:00:00,서울특별시,야식,3935100
2020-05-27 00:00:00,서울특별시,족발/보쌈,9640300
2020-05-27 00:00:00,서울특별시,중식,2002200
2020-05-27 00:00:00,서울특별시,찜탕,815900
2020-05-27 00:00:00,서울특별시,치킨,22629600
2020-05-27 00:00:00,서울특별시,카페/디저트,5168200
2020-05-27 00:00:00,서울특별시,패스트푸드,8766500
2020-05-27 00:00:00,서울특별시,피자,5108220
2020-05-27 00:00:00,서울특별시,한식,8996300
2020-05-27 00:00:00,서울특별시,회,1805000
2020-05-28 00:00:00,서울특별시,도시락,723700
2020-05-28 00:00:00,서울특별시,돈까스/일식,5273700
2020-05-28 00:00:00,서울특별시,배달전문업체,40800
2020-05-28 00:00:00,서울특별시,분식,10674300
2020-05-28 00:00:00,서울특별시,아시안/양식,751100
2020-05-28 00:00:00,서울특별시,야식,4871100
2020-05-28 00:00:00,서울특별시,족발/보쌈,11600600
2020-05-28 00:00:00,서울특별시,중식,1992700
2020-05-28 00:00:00,서울특별시,찜탕,1295800
2020-05-28 00:00:00,서울특별시,치킨,25853400
2020-05-28 00:00:00,서울특별시,카페/디저트,5818750
2020-05-28 00:00:00,서울특별시,패스트푸드,8561400
2020-05-28 00:00:00,서울특별시,피자,5357321
2020-05-28 00:00:00,서울특별시,한식,10113500
2020-05-28 00:00:00,서울특별시,회,2078400
2020-05-29 00:00:00,서울특별시,도시락,639900
2020-05-29 00:00:00,서울특별시,돈까스/일식,5242400
2020-05-29 00:00:00,서울특별시,배달전문업체,240600
2020-05-29 00:00:00,서울특별시,분식,12525900
2020-05-29 00:00:00,서울특별시,아시안/양식,1045200
2020-05-29 00:00:00,서울특별시,야식,5601800
2020-05-29 00:00:00,서울특별시,족발/보쌈,16331200
2020-05-29 00:00:00,서울특별시,중식,2014700
2020-05-29 00:00:00,서울특별시,찜탕,1211900
2020-05-29 00:00:00,서울특별시,치킨,32056100
2020-05-29 00:00:00,서울특별시,카페/디저트,8232300
2020-05-29 00:00:00,서울특별시,패스트푸드,9244700
2020-05-29 00:00:00,서울특별시,피자,5097550
2020-05-29 00:00:00,서울특별시,한식,10703400
2020-05-29 00:00:00,서울특별시,회,2879100
2020-05-30 00:00:00,서울특별시,도시락,295900
2020-05-30 00:00:00,서울특별시,돈까스/일식,5544100
2020-05-30 00:00:00,서울특별시,배달전문업체,254800
2020-05-30 00:00:00,서울특별시,분식,14626900
2020-05-30 00:00:00,서울특별시,아시안/양식,1393000
2020-05-30 00:00:00,서울특별시,야식,7428100
2020-05-30 00:00:00,서울특별시,족발/보쌈,18721900
2020-05-30 00:00:00,서울특별시,중식,3646000
2020-05-30 00:00:00,서울특별시,찜탕,1919900
2020-05-30 00:00:00,서울특별시,치킨,38807100
2020-05-30 00:00:00,서울특별시,카페/디저트,9183750
2020-05-30 00:00:00,서울특별시,패스트푸드,11326300
2020-05-30 00:00:00,서울특별시,피자,7909560
2020-05-30 00:00:00,서울특별시,한식,12735900
2020-05-30 00:00:00,서울특별시,회,5604600
2020-05-31 00:00:00,서울특별시,도시락,123970
2020-05-31 00:00:00,서울특별시,돈까스/일식,4365700
2020-05-31 00:00:00,서울특별시,배달전문업체,228700
2020-05-31 00:00:00,서울특별시,분식,14984300
2020-05-31 00:00:00,서울특별시,아시안/양식,1482500
2020-05-31 00:00:00,서울특별시,야식,4681300
2020-05-31 00:00:00,서울특별시,족발/보쌈,15718400
2020-05-31 00:00:00,서울특별시,중식,4923600
2020-05-31 00:00:00,서울특별시,찜탕,1491500
2020-05-31 00:00:00,서울특별시,치킨,37847011
2020-05-31 00:00:00,서울특별시,카페/디저트,13546400
2020-05-31 00:00:00,서울특별시,패스트푸드,13355100
2020-05-31 00:00:00,서울특별시,피자,9645140
2020-05-31 00:00:00,서울특별시,한식,12088600
2020-05-31 00:00:00,서울특별시,회,2998500
2020-06-01 00:00:00,서울특별시,도시락,967200
2020-06-01 00:00:00,서울특별시,돈까스/일식,5014200
2020-06-01 00:00:00,서울특별시,배달전문업체,159900
2020-06-01 00:00:00,서울특별시,분식,8939300
2020-06-01 00:00:00,서울특별시,아시안/양식,744500
2020-06-01 00:00:00,서울특별시,야식,3629900
2020-06-01 00:00:00,서울특별시,족발/보쌈,5480100
2020-06-01 00:00:00,서울특별시,중식,1859600
2020-06-01 00:00:00,서울특별시,찜탕,950600
2020-06-01 00:00:00,서울특별시,치킨,22633900
2020-06-01 00:00:00,서울특별시,카페/디저트,7200200
2020-06-01 00:00:00,서울특별시,패스트푸드,9518700
2020-06-01 00:00:00,서울특별시,피자,3460800
2020-06-01 00:00:00,서울특별시,한식,9440200
2020-06-01 00:00:00,서울특별시,회,2077200
2020-06-02 00:00:00,서울특별시,도시락,597100
2020-06-02 00:00:00,서울특별시,돈까스/일식,5118600
2020-06-02 00:00:00,서울특별시,배달전문업체,277700
2020-06-02 00:00:00,서울특별시,분식,11124400
2020-06-02 00:00:00,서울특별시,아시안/양식,796100
2020-06-02 00:00:00,서울특별시,야식,3737800
2020-06-02 00:00:00,서울특별시,족발/보쌈,10618300
2020-06-02 00:00:00,서울특별시,중식,2595800
2020-06-02 00:00:00,서울특별시,찜탕,1494600
2020-06-02 00:00:00,서울특별시,치킨,20010800
2020-06-02 00:00:00,서울특별시,카페/디저트,6074600
2020-06-02 00:00:00,서울특별시,패스트푸드,8353802
2020-06-02 00:00:00,서울특별시,피자,5604680
2020-06-02 00:00:00,서울특별시,한식,11497700
2020-06-02 00:00:00,서울특별시,회,1153000
2020-06-03 00:00:00,서울특별시,도시락,434400
2020-06-03 00:00:00,서울특별시,돈까스/일식,4456900
2020-06-03 00:00:00,서울특별시,배달전문업체,111900
2020-06-03 00:00:00,서울특별시,분식,10722500
2020-06-03 00:00:00,서울특별시,아시안/양식,1233200
2020-06-03 00:00:00,서울특별시,야식,3152600
2020-06-03 00:00:00,서울특별시,족발/보쌈,10686700
2020-06-03 00:00:00,서울특별시,중식,2539600
2020-06-03 00:00:00,서울특별시,찜탕,1244300
2020-06-03 00:00:00,서울특별시,치킨,21366500
2020-06-03 00:00:00,서울특별시,카페/디저트,6344000
2020-06-03 00:00:00,서울특별시,패스트푸드,8614200
2020-06-03 00:00:00,서울특별시,피자,3861301
2020-06-03 00:00:00,서울특별시,한식,8832400
2020-06-03 00:00:00,서울특별시,회,1857000
2020-06-04 00:00:00,서울특별시,도시락,570100
2020-06-04 00:00:00,서울특별시,돈까스/일식,4225300
2020-06-04 00:00:00,서울특별시,배달전문업체,209300
2020-06-04 00:00:00,서울특별시,분식,11093100
2020-06-04 00:00:00,서울특별시,아시안/양식,1108101
2020-06-04 00:00:00,서울특별시,야식,4283700
2020-06-04 00:00:00,서울특별시,족발/보쌈,11628400
2020-06-04 00:00:00,서울특별시,중식,2128700
2020-06-04 00:00:00,서울특별시,찜탕,1166600
2020-06-04 00:00:00,서울특별시,치킨,22111400
2020-06-04 00:00:00,서울특별시,카페/디저트,5994650
2020-06-04 00:00:00,서울특별시,패스트푸드,8737800
2020-06-04 00:00:00,서울특별시,피자,4047060
2020-06-04 00:00:00,서울특별시,한식,10851300
2020-06-04 00:00:00,서울특별시,회,2071500
2020-06-05 00:00:00,서울특별시,도시락,406820
2020-06-05 00:00:00,서울특별시,돈까스/일식,4748400
2020-06-05 00:00:00,서울특별시,배달전문업체,242500
2020-06-05 00:00:00,서울특별시,분식,12211035
2020-06-05 00:00:00,서울특별시,아시안/양식,1274800
2020-06-05 00:00:00,서울특별시,야식,5328500
2020-06-05 00:00:00,서울특별시,족발/보쌈,14054900
2020-06-05 00:00:00,서울특별시,중식,2608900
2020-06-05 00:00:00,서울특별시,찜탕,1260200
2020-06-05 00:00:00,서울특별시,치킨,33302800
2020-06-05 00:00:00,서울특별시,카페/디저트,8978700
2020-06-05 00:00:00,서울특별시,패스트푸드,8723640
2020-06-05 00:00:00,서울특별시,피자,4983380
2020-06-05 00:00:00,서울특별시,한식,9806200
2020-06-05 00:00:00,서울특별시,회,2736700
2020-06-06 00:00:00,서울특별시,도시락,158000
2020-06-06 00:00:00,서울특별시,돈까스/일식,5716000
2020-06-06 00:00:00,서울특별시,배달전문업체,188400
2020-06-06 00:00:00,서울특별시,분식,13589200
2020-06-06 00:00:00,서울특별시,아시안/양식,1886900
2020-06-06 00:00:00,서울특별시,야식,6632900
2020-06-06 00:00:00,서울특별시,족발/보쌈,17646500
2020-06-06 00:00:00,서울특별시,중식,3492300
2020-06-06 00:00:00,서울특별시,찜탕,1659900
2020-06-06 00:00:00,서울특별시,치킨,37927300
2020-06-06 00:00:00,서울특별시,카페/디저트,12844850
2020-06-06 00:00:00,서울특별시,패스트푸드,13553500
2020-06-06 00:00:00,서울특별시,피자,7260320
2020-06-06 00:00:00,서울특별시,한식,14245000
2020-06-06 00:00:00,서울특별시,회,3317500
2020-06-07 00:00:00,서울특별시,돈까스/일식,4727200
2020-06-07 00:00:00,서울특별시,배달전문업체,274700
2020-06-07 00:00:00,서울특별시,분식,12359200
2020-06-07 00:00:00,서울특별시,아시안/양식,1967201
2020-06-07 00:00:00,서울특별시,야식,4857800
2020-06-07 00:00:00,서울특별시,족발/보쌈,14863901
2020-06-07 00:00:00,서울특별시,중식,4752700
2020-06-07 00:00:00,서울특별시,찜탕,2040800
2020-06-07 00:00:00,서울특별시,치킨,35188100
2020-06-07 00:00:00,서울특별시,카페/디저트,12237450
2020-06-07 00:00:00,서울특별시,패스트푸드,13344800
2020-06-07 00:00:00,서울특별시,피자,7958220
2020-06-07 00:00:00,서울특별시,한식,11555700
2020-06-07 00:00:00,서울특별시,회,3232100
2020-06-08 00:00:00,서울특별시,도시락,705070
2020-06-08 00:00:00,서울특별시,돈까스/일식,4404400
2020-06-08 00:00:00,서울특별시,배달전문업체,176900
2020-06-08 00:00:00,서울특별시,분식,9301200
2020-06-08 00:00:00,서울특별시,아시안/양식,943847
2020-06-08 00:00:00,서울특별시,야식,3165000
2020-06-08 00:00:00,서울특별시,족발/보쌈,6331700
2020-06-08 00:00:00,서울특별시,중식,1816400
2020-06-08 00:00:00,서울특별시,찜탕,970400
2020-06-08 00:00:00,서울특별시,치킨,20341600
2020-06-08 00:00:00,서울특별시,카페/디저트,9139450
2020-06-08 00:00:00,서울특별시,패스트푸드,10815300
2020-06-08 00:00:00,서울특별시,피자,3142540
2020-06-08 00:00:00,서울특별시,한식,10072600
2020-06-08 00:00:00,서울특별시,회,1663000
2020-06-09 00:00:00,서울특별시,도시락,748500
2020-06-09 00:00:00,서울특별시,돈까스/일식,3980600
2020-06-09 00:00:00,서울특별시,배달전문업체,190700
2020-06-09 00:00:00,서울특별시,분식,10330800
2020-06-09 00:00:00,서울특별시,아시안/양식,1242201
2020-06-09 00:00:00,서울특별시,야식,3250600
2020-06-09 00:00:00,서울특별시,족발/보쌈,12223500
2020-06-09 00:00:00,서울특별시,중식,1589700
2020-06-09 00:00:00,서울특별시,찜탕,1171500
2020-06-09 00:00:00,서울특별시,치킨,19346700
2020-06-09 00:00:00,서울특별시,카페/디저트,8508150
2020-06-09 00:00:00,서울특별시,패스트푸드,10273600
2020-06-09 00:00:00,서울특별시,피자,4716340
2020-06-09 00:00:00,서울특별시,한식,9832400
2020-06-09 00:00:00,서울특별시,회,1532900
2020-06-10 00:00:00,서울특별시,도시락,671350
2020-06-10 00:00:00,서울특별시,돈까스/일식,4522900
2020-06-10 00:00:00,서울특별시,배달전문업체,262300
2020-06-10 00:00:00,서울특별시,분식,10979400
2020-06-10 00:00:00,서울특별시,아시안/양식,1871302
2020-06-10 00:00:00,서울특별시,야식,4715700
2020-06-10 00:00:00,서울특별시,족발/보쌈,14040501
2020-06-10 00:00:00,서울특별시,중식,2319700
2020-06-10 00:00:00,서울특별시,찜탕,1200200
2020-06-10 00:00:00,서울특별시,치킨,30656330
2020-06-10 00:00:00,서울특별시,카페/디저트,8514750
2020-06-10 00:00:00,서울특별시,패스트푸드,11594600
2020-06-10 00:00:00,서울특별시,피자,6421860
2020-06-10 00:00:00,서울특별시,한식,10847400
2020-06-10 00:00:00,서울특별시,회,1496000
2020-06-11 00:00:00,서울특별시,도시락,837150
2020-06-11 00:00:00,서울특별시,돈까스/일식,4600300
2020-06-11 00:00:00,서울특별시,배달전문업체,88300
2020-06-11 00:00:00,서울특별시,분식,11081501
2020-06-11 00:00:00,서울특별시,아시안/양식,1625702
2020-06-11 00:00:00,서울특별시,야식,3191800
2020-06-11 00:00:00,서울특별시,족발/보쌈,11939500
2020-06-11 00:00:00,서울특별시,중식,1959500
2020-06-11 00:00:00,서울특별시,찜탕,967600
2020-06-11 00:00:00,서울특별시,치킨,24134861
2020-06-11 00:00:00,서울특별시,카페/디저트,8963650
2020-06-11 00:00:00,서울특별시,패스트푸드,11434600
2020-06-11 00:00:00,서울특별시,피자,5462000
2020-06-11 00:00:00,서울특별시,한식,9820200
2020-06-11 00:00:00,서울특별시,회,1249000
2020-06-12 00:00:00,서울특별시,도시락,643550
2020-06-12 00:00:00,서울특별시,돈까스/일식,5459500
2020-06-12 00:00:00,서울특별시,배달전문업체,275500
2020-06-12 00:00:00,서울특별시,분식,12515100
2020-06-12 00:00:00,서울특별시,아시안/양식,1503000
2020-06-12 00:00:00,서울특별시,야식,6211200
2020-06-12 00:00:00,서울특별시,족발/보쌈,15450600
2020-06-12 00:00:00,서울특별시,중식,2498900
2020-06-12 00:00:00,서울특별시,찜탕,1240000
2020-06-12 00:00:00,서울특별시,치킨,30821900
2020-06-12 00:00:00,서울특별시,카페/디저트,10939100
2020-06-12 00:00:00,서울특별시,패스트푸드,11980700
2020-06-12 00:00:00,서울특별시,피자,4616900
2020-06-12 00:00:00,서울특별시,한식,10326900
2020-06-12 00:00:00,서울특별시,회,2609500
2020-06-20 00:00:00,서울특별시,도시락,575040
2020-06-20 00:00:00,서울특별시,돈까스/일식,4446300
2020-06-20 00:00:00,서울특별시,배달전문업체,263600
2020-06-20 00:00:00,서울특별시,분식,12452900
2020-06-20 00:00:00,서울특별시,아시안/양식,2132800
2020-06-20 00:00:00,서울특별시,야식,5161500
2020-06-20 00:00:00,서울특별시,족발/보쌈,19589500
2020-06-20 00:00:00,서울특별시,중식,2910500
2020-06-20 00:00:00,서울특별시,찜탕,2109100
2020-06-20 00:00:00,서울특별시,치킨,33789100
2020-06-20 00:00:00,서울특별시,카페/디저트,15687200
2020-06-20 00:00:00,서울특별시,패스트푸드,11358300
2020-06-20 00:00:00,서울특별시,피자,6892700
2020-06-20 00:00:00,서울특별시,한식,12284800
2020-06-20 00:00:00,서울특별시,회,4210000
2020-06-21 00:00:00,서울특별시,도시락,438260
2020-06-21 00:00:00,서울특별시,돈까스/일식,4810600
2020-06-21 00:00:00,서울특별시,배달전문업체,231100
2020-06-21 00:00:00,서울특별시,분식,12096700
2020-06-21 00:00:00,서울특별시,아시안/양식,2191900
2020-06-21 00:00:00,서울특별시,야식,4783200
2020-06-21 00:00:00,서울특별시,족발/보쌈,18923400
2020-06-21 00:00:00,서울특별시,중식,4025000
2020-06-21 00:00:00,서울특별시,찜탕,2446500
2020-06-21 00:00:00,서울특별시,치킨,34806100
2020-06-21 00:00:00,서울특별시,카페/디저트,17791450
2020-06-21 00:00:00,서울특별시,패스트푸드,13201620
2020-06-21 00:00:00,서울특별시,피자,8474700
2020-06-21 00:00:00,서울특별시,한식,12328201
2020-06-21 00:00:00,서울특별시,회,2882000
2020-01-01 00:00:00,인천광역시,돈까스/일식,1187200
2020-01-01 00:00:00,인천광역시,분식,1519300
2020-01-01 00:00:00,인천광역시,야식,17100
2020-01-01 00:00:00,인천광역시,족발/보쌈,681200
2020-01-01 00:00:00,인천광역시,찜탕,103500
2020-01-01 00:00:00,인천광역시,치킨,3567800
2020-01-01 00:00:00,인천광역시,카페/디저트,2649150
2020-01-01 00:00:00,인천광역시,패스트푸드,1391300
2020-01-01 00:00:00,인천광역시,피자,1590000
2020-01-01 00:00:00,인천광역시,한식,753600
2020-01-02 00:00:00,인천광역시,돈까스/일식,1007050
2020-01-02 00:00:00,인천광역시,배달전문업체,274200
2020-01-02 00:00:00,인천광역시,분식,945900
2020-01-02 00:00:00,인천광역시,야식,234000
2020-01-02 00:00:00,인천광역시,족발/보쌈,71000
2020-01-02 00:00:00,인천광역시,치킨,2141900
2020-01-02 00:00:00,인천광역시,카페/디저트,1136500
2020-01-02 00:00:00,인천광역시,패스트푸드,1154200
2020-01-02 00:00:00,인천광역시,피자,743900
2020-01-02 00:00:00,인천광역시,한식,472300
2020-01-03 00:00:00,인천광역시,돈까스/일식,1273050
2020-01-03 00:00:00,인천광역시,배달전문업체,249900
2020-01-03 00:00:00,인천광역시,분식,1354500
2020-01-03 00:00:00,인천광역시,야식,144000
2020-01-03 00:00:00,인천광역시,족발/보쌈,154300
2020-01-03 00:00:00,인천광역시,찜탕,22000
2020-01-03 00:00:00,인천광역시,치킨,2327300
2020-01-03 00:00:00,인천광역시,카페/디저트,1372400
2020-01-03 00:00:00,인천광역시,패스트푸드,849500
2020-01-03 00:00:00,인천광역시,피자,949100
2020-01-03 00:00:00,인천광역시,한식,791600
2020-01-04 00:00:00,인천광역시,돈까스/일식,1370150
2020-01-04 00:00:00,인천광역시,배달전문업체,287700
2020-01-04 00:00:00,인천광역시,분식,1509400
2020-01-04 00:00:00,인천광역시,야식,55000
2020-01-04 00:00:00,인천광역시,족발/보쌈,216900
2020-01-04 00:00:00,인천광역시,치킨,3181500
2020-01-04 00:00:00,인천광역시,카페/디저트,1918500
2020-01-04 00:00:00,인천광역시,패스트푸드,1390100
2020-01-04 00:00:00,인천광역시,피자,952500
2020-01-04 00:00:00,인천광역시,한식,435000
2020-01-05 00:00:00,인천광역시,돈까스/일식,1543150
2020-01-05 00:00:00,인천광역시,배달전문업체,346300
2020-01-05 00:00:00,인천광역시,분식,1630400
2020-01-05 00:00:00,인천광역시,야식,178000
2020-01-05 00:00:00,인천광역시,족발/보쌈,359700
2020-01-05 00:00:00,인천광역시,치킨,3384900
2020-01-05 00:00:00,인천광역시,카페/디저트,1941400
2020-01-05 00:00:00,인천광역시,패스트푸드,1321800
2020-01-05 00:00:00,인천광역시,피자,980900
2020-01-05 00:00:00,인천광역시,한식,485600
2020-01-06 00:00:00,인천광역시,돈까스/일식,2056000
2020-01-06 00:00:00,인천광역시,분식,2975000
2020-01-06 00:00:00,인천광역시,족발/보쌈,760200
2020-01-06 00:00:00,인천광역시,찜탕,72000
2020-01-06 00:00:00,인천광역시,치킨,4179400
2020-01-06 00:00:00,인천광역시,카페/디저트,2005000
2020-01-06 00:00:00,인천광역시,패스트푸드,1666200
2020-01-06 00:00:00,인천광역시,피자,1763600
2020-01-06 00:00:00,인천광역시,한식,1177600
2020-01-07 00:00:00,인천광역시,돈까스/일식,615250
2020-01-07 00:00:00,인천광역시,배달전문업체,242500
2020-01-07 00:00:00,인천광역시,분식,1149800
2020-01-07 00:00:00,인천광역시,야식,43100
2020-01-07 00:00:00,인천광역시,족발/보쌈,325400
2020-01-07 00:00:00,인천광역시,찜탕,20000
2020-01-07 00:00:00,인천광역시,치킨,2339600
2020-01-07 00:00:00,인천광역시,카페/디저트,1440500
2020-01-07 00:00:00,인천광역시,패스트푸드,701500
2020-01-07 00:00:00,인천광역시,피자,1006200
2020-01-07 00:00:00,인천광역시,한식,675600
2020-01-08 00:00:00,인천광역시,돈까스/일식,750400
2020-01-08 00:00:00,인천광역시,배달전문업체,236000
2020-01-08 00:00:00,인천광역시,분식,1336200
2020-01-08 00:00:00,인천광역시,야식,157500
2020-01-08 00:00:00,인천광역시,족발/보쌈,257000
2020-01-08 00:00:00,인천광역시,치킨,2400500
2020-01-08 00:00:00,인천광역시,카페/디저트,754300
2020-01-08 00:00:00,인천광역시,패스트푸드,828300
2020-01-08 00:00:00,인천광역시,피자,661800
2020-01-08 00:00:00,인천광역시,한식,441300
2020-01-09 00:00:00,인천광역시,돈까스/일식,1055400
2020-01-09 00:00:00,인천광역시,배달전문업체,676500
2020-01-09 00:00:00,인천광역시,분식,1395300
2020-01-09 00:00:00,인천광역시,야식,55000
2020-01-09 00:00:00,인천광역시,족발/보쌈,566000
2020-01-09 00:00:00,인천광역시,찜탕,125000
2020-01-09 00:00:00,인천광역시,치킨,1699800
2020-01-09 00:00:00,인천광역시,카페/디저트,809300
2020-01-09 00:00:00,인천광역시,패스트푸드,864200
2020-01-09 00:00:00,인천광역시,피자,778900
2020-01-09 00:00:00,인천광역시,한식,228900
2020-01-10 00:00:00,인천광역시,돈까스/일식,692700
2020-01-10 00:00:00,인천광역시,배달전문업체,897800
2020-01-10 00:00:00,인천광역시,분식,1430300
2020-01-10 00:00:00,인천광역시,야식,405000
2020-01-10 00:00:00,인천광역시,족발/보쌈,374800
2020-01-10 00:00:00,인천광역시,찜탕,30500
2020-01-10 00:00:00,인천광역시,치킨,3265400
2020-01-10 00:00:00,인천광역시,카페/디저트,1260200
2020-01-10 00:00:00,인천광역시,패스트푸드,588300
2020-01-10 00:00:00,인천광역시,피자,965400
2020-01-10 00:00:00,인천광역시,한식,755100
2020-01-11 00:00:00,인천광역시,돈까스/일식,1548650
2020-01-11 00:00:00,인천광역시,배달전문업체,476400
2020-01-11 00:00:00,인천광역시,분식,1719900
2020-01-11 00:00:00,인천광역시,야식,314000
2020-01-11 00:00:00,인천광역시,족발/보쌈,587500
2020-01-11 00:00:00,인천광역시,치킨,3934900
2020-01-11 00:00:00,인천광역시,카페/디저트,2096050
2020-01-11 00:00:00,인천광역시,패스트푸드,1551000
2020-01-11 00:00:00,인천광역시,피자,752000
2020-01-11 00:00:00,인천광역시,한식,1264900
2020-01-11 00:00:00,인천광역시,회,103000
2020-01-12 00:00:00,인천광역시,돈까스/일식,1540200
2020-01-12 00:00:00,인천광역시,배달전문업체,989000
2020-01-12 00:00:00,인천광역시,분식,1822200
2020-01-12 00:00:00,인천광역시,야식,532000
2020-01-12 00:00:00,인천광역시,족발/보쌈,671900
2020-01-12 00:00:00,인천광역시,치킨,3007200
2020-01-12 00:00:00,인천광역시,카페/디저트,2115900
2020-01-12 00:00:00,인천광역시,패스트푸드,1321700
2020-01-12 00:00:00,인천광역시,피자,1263500
2020-01-12 00:00:00,인천광역시,한식,1190100
2020-01-13 00:00:00,인천광역시,돈까스/일식,1222950
2020-01-13 00:00:00,인천광역시,배달전문업체,427100
2020-01-13 00:00:00,인천광역시,분식,477800
2020-01-13 00:00:00,인천광역시,야식,42500
2020-01-13 00:00:00,인천광역시,족발/보쌈,569400
2020-01-13 00:00:00,인천광역시,치킨,3400700
2020-01-13 00:00:00,인천광역시,카페/디저트,1225400
2020-01-13 00:00:00,인천광역시,패스트푸드,673300
2020-01-13 00:00:00,인천광역시,피자,835000
2020-01-13 00:00:00,인천광역시,한식,504500
2020-01-14 00:00:00,인천광역시,돈까스/일식,661000
2020-01-14 00:00:00,인천광역시,배달전문업체,678500
2020-01-14 00:00:00,인천광역시,분식,1388400
2020-01-14 00:00:00,인천광역시,야식,256000
2020-01-14 00:00:00,인천광역시,족발/보쌈,96000
2020-01-14 00:00:00,인천광역시,치킨,2185200
2020-01-14 00:00:00,인천광역시,카페/디저트,1025200
2020-01-14 00:00:00,인천광역시,패스트푸드,966500
2020-01-14 00:00:00,인천광역시,피자,820000
2020-01-14 00:00:00,인천광역시,한식,821650
2020-01-15 00:00:00,인천광역시,돈까스/일식,1023450
2020-01-15 00:00:00,인천광역시,배달전문업체,492900
2020-01-15 00:00:00,인천광역시,분식,1391800
2020-01-15 00:00:00,인천광역시,족발/보쌈,529400
2020-01-15 00:00:00,인천광역시,치킨,3166500
2020-01-15 00:00:00,인천광역시,카페/디저트,869100
2020-01-15 00:00:00,인천광역시,패스트푸드,965500
2020-01-15 00:00:00,인천광역시,피자,845000
2020-01-15 00:00:00,인천광역시,한식,877000
2020-01-15 00:00:00,인천광역시,회,47000
2020-01-16 00:00:00,인천광역시,돈까스/일식,1061600
2020-01-16 00:00:00,인천광역시,배달전문업체,683600
2020-01-16 00:00:00,인천광역시,분식,1836400
2020-01-16 00:00:00,인천광역시,야식,125000
2020-01-16 00:00:00,인천광역시,족발/보쌈,324500
2020-01-16 00:00:00,인천광역시,찜탕,59000
2020-01-16 00:00:00,인천광역시,치킨,2910100
2020-01-16 00:00:00,인천광역시,카페/디저트,943300
2020-01-16 00:00:00,인천광역시,패스트푸드,977300
2020-01-16 00:00:00,인천광역시,피자,767100
2020-01-16 00:00:00,인천광역시,한식,587600
2020-01-17 00:00:00,인천광역시,돈까스/일식,854950
2020-01-17 00:00:00,인천광역시,배달전문업체,452300
2020-01-17 00:00:00,인천광역시,분식,1484000
2020-01-17 00:00:00,인천광역시,야식,178000
2020-01-17 00:00:00,인천광역시,족발/보쌈,478200
2020-01-17 00:00:00,인천광역시,찜탕,78000
2020-01-17 00:00:00,인천광역시,치킨,4006500
2020-01-17 00:00:00,인천광역시,카페/디저트,949600
2020-01-17 00:00:00,인천광역시,패스트푸드,981400
2020-01-17 00:00:00,인천광역시,피자,463500
2020-01-17 00:00:00,인천광역시,한식,967200
2020-01-17 00:00:00,인천광역시,회,27800
2020-01-18 00:00:00,인천광역시,돈까스/일식,1379700
2020-01-18 00:00:00,인천광역시,배달전문업체,552000
2020-01-18 00:00:00,인천광역시,분식,1626000
2020-01-18 00:00:00,인천광역시,야식,413500
2020-01-18 00:00:00,인천광역시,족발/보쌈,297000
2020-01-18 00:00:00,인천광역시,찜탕,139500
2020-01-18 00:00:00,인천광역시,치킨,3399500
2020-01-18 00:00:00,인천광역시,카페/디저트,1114650
2020-01-18 00:00:00,인천광역시,패스트푸드,1153000
2020-01-18 00:00:00,인천광역시,피자,1196200
2020-01-18 00:00:00,인천광역시,한식,1126250
2020-01-19 00:00:00,인천광역시,돈까스/일식,1569800
2020-01-19 00:00:00,인천광역시,배달전문업체,672600
2020-01-19 00:00:00,인천광역시,분식,2144100
2020-01-19 00:00:00,인천광역시,야식,292500
2020-01-19 00:00:00,인천광역시,족발/보쌈,351000
2020-01-19 00:00:00,인천광역시,찜탕,90000
2020-01-19 00:00:00,인천광역시,치킨,4086500
2020-01-19 00:00:00,인천광역시,카페/디저트,1136600
2020-01-19 00:00:00,인천광역시,패스트푸드,1522400
2020-01-19 00:00:00,인천광역시,피자,1373500
2020-01-19 00:00:00,인천광역시,한식,1015200
2020-01-20 00:00:00,인천광역시,돈까스/일식,1156200
2020-01-20 00:00:00,인천광역시,배달전문업체,358000
2020-01-20 00:00:00,인천광역시,분식,646100
2020-01-20 00:00:00,인천광역시,야식,133500
2020-01-20 00:00:00,인천광역시,족발/보쌈,286700
2020-01-20 00:00:00,인천광역시,찜탕,37500
2020-01-20 00:00:00,인천광역시,치킨,3329900
2020-01-20 00:00:00,인천광역시,카페/디저트,652800
2020-01-20 00:00:00,인천광역시,패스트푸드,897000
2020-01-20 00:00:00,인천광역시,피자,990600
2020-01-20 00:00:00,인천광역시,한식,645700
2020-01-21 00:00:00,인천광역시,돈까스/일식,608850
2020-01-21 00:00:00,인천광역시,배달전문업체,487100
2020-01-21 00:00:00,인천광역시,분식,1817200
